Entrez Gene IDA	Symbol A	Entrez Gene IDB	Symbol B
8676	STX11	22806	IKZF3
8676	STX11	26121	PRPF31
8676	STX11	26258	BLOC1S6
8676	STX11	51562	MBIP
8676	STX11	54793	KCTD9
8676	STX11	54819	ZCCHC10
8676	STX11	54955	C1orf109
8676	STX11	55093	WDYHV1
8676	STX11	55138	FAM90A1
8676	STX11	55536	CDCA7L
8676	STX11	63898	SH2D4A
8676	STX11	64170	CARD9
8676	STX11	79165	LENG1
8676	STX11	80125	CCDC33
8676	STX11	83541	FAM110A
8676	STX11	83878	USHBP1
8676	STX11	84140	FAM161A
8676	STX11	84285	EIF1AD
8676	STX11	84914	ZNF587
8676	STX11	91694	LONRF1
8676	STX11	115106	HAUS1
8676	STX11	143884	CWF19L2
8676	STX11	147372	CCBE1
8676	STX11	147687	ZNF417
8676	STX11	147700	KLC3
8676	STX11	170954	PPP1R18
8676	STX11	387856	CCDC184
8676	STX11	390535	GOLGA8EP
8676	STX11	401508	FAM74A4
8676	STX11	440321	FLJ32679
8687	KRT38	9146	HGS
8687	KRT38	9759	HDAC4
8687	KRT38	10362	HMG20B
8687	KRT38	10539	GLRX3
8687	KRT38	11314	CD300A
8687	KRT38	23028	KDM1A
8687	KRT38	51421	AMOTL2
8687	KRT38	55138	FAM90A1
8687	KRT38	57639	CCDC146
8687	KRT38	78998	RHPN1-AS1
8687	KRT38	79005	SCNM1
8687	KRT38	79038	ZFYVE21
8687	KRT38	79173	C19orf57
8687	KRT38	81567	TXNDC5
8687	KRT38	83878	USHBP1
8687	KRT38	84707	BEX2
8687	KRT38	84832	ANKRD36BP1
8687	KRT38	84914	ZNF587
8687	KRT38	112802	KRT71
8687	KRT38	115106	HAUS1
8687	KRT38	127703	C1orf216
8687	KRT38	147687	ZNF417
8687	KRT38	167838	TXLNB
8687	KRT38	200081	TXLNA
8687	KRT38	285753	CEP57L1
8687	KRT38	286887	KRT6C
8687	KRT38	338785	KRT79
8687	KRT38	340359	KLHL38
8692	HYAL2	83897	KRTAP3-2
8692	HYAL2	386682	KRTAP10-3
8697	CDC23	8697	CDC23
8697	CDC23	10133	OPTN
8697	CDC23	11030	RBPMS
8697	CDC23	25788	RAD54B
8697	CDC23	25847	ANAPC13
8697	CDC23	26003	GORASP2
8697	CDC23	27124	INPP5J
8697	CDC23	29890	RBM15B
8697	CDC23	51187	RSL24D1
8697	CDC23	51409	HEMK1
8697	CDC23	51700	CYB5R2
8697	CDC23	54828	BCAS3
8697	CDC23	56648	EIF5A2
8697	CDC23	79581	SLC52A2
8697	CDC23	80817	CEP44
8697	CDC23	84126	ATRIP
8697	CDC23	84445	LZTS2
8697	CDC23	84766	CRACR2A
8697	CDC23	114824	PNMA5
8697	CDC23	117178	SSX2IP
8697	CDC23	149473	CCDC24
8697	CDC23	171483	FAM9B
8697	CDC23	200845	KCTD6
8697	CDC23	220082	SPERT
8697	CDC23	285987	DLX6-AS1
8697	CDC23	339834	CCDC36
8697	CDC23	388324	INCA1
8712	PAGE1	171483	FAM9B
8715	NOL4	10302	SNAPC5
8715	NOL4	171483	FAM9B
8723	SNX4	23204	ARL6IP1
8724	SNX3	23204	ARL6IP1
8727	CTNNAL1	10083	USH1C
8727	CTNNAL1	79173	C19orf57
8727	CTNNAL1	84282	RNF135
8727	CTNNAL1	220082	SPERT
8737	RIPK1	8737	RIPK1
8738	CRADD	54793	KCTD9
8738	CRADD	55198	APPL2
8738	CRADD	57159	TRIM54
8738	CRADD	129880	BBS5
8751	ADAM15	11030	RBPMS
8751	ADAM15	23636	NUP62
8751	ADAM15	54971	BANP
8763	CD164	386682	KRTAP10-3
8763	CD164	388677	NOTCH2NL
8767	RIPK2	8767	RIPK2
8771	TNFRSF6B	386676	KRTAP10-9
8771	TNFRSF6B	386682	KRTAP10-3
8773	SNAP23	8773	SNAP23
8773	SNAP23	10791	VAMP5
8773	SNAP23	63908	NAPB
8778	SIGLEC5	9319	TRIP13
8778	SIGLEC5	55697	VAC14
8789	FBP2	8789	FBP2
8796	SCEL	9111	NMI
8796	SCEL	9513	FXR2
8796	SCEL	23281	MTUS2
8796	SCEL	80705	TSGA10
8803	SUCLA2	23204	ARL6IP1
8803	SUCLA2	57085	AGTRAP
8803	SUCLA2	116173	CMTM5
8803	SUCLA2	171483	FAM9B
8812	CCNK	10403	NDC80
8812	CCNK	11030	RBPMS
8812	CCNK	84445	LZTS2
8825	LIN7A	64398	MPP5
8825	LIN7A	171483	FAM9B
8825	LIN7A	388677	NOTCH2NL
8826	IQGAP1	9260	PDLIM7
8848	TSC22D1	55093	WDYHV1
8851	CDK5R1	23281	MTUS2
8851	CDK5R1	26258	BLOC1S6
8851	CDK5R1	125115	KRT40
8851	CDK5R1	386682	KRTAP10-3
8851	CDK5R1	388677	NOTCH2NL
8853	ASAP2	30011	SH3KBP1
8861	LDB1	23648	SSBP3
8861	LDB1	26468	LHX6
8861	LDB1	431707	LHX8
8862	APLN	11030	RBPMS
8878	SQSTM1	8878	SQSTM1
8878	SQSTM1	9817	KEAP1
8878	SQSTM1	11345	GABARAPL2
8878	SQSTM1	23710	GABARAPL1
8881	CDC16	246184	CDC26
8887	TAX1BP1	9413	FAM189A2
8887	TAX1BP1	9802	DAZAP2
8887	TAX1BP1	10318	TNIP1
8887	TAX1BP1	11034	DSTN
8887	TAX1BP1	11117	EMILIN1
8887	TAX1BP1	22931	RAB18
8887	TAX1BP1	23201	FAM168A
8887	TAX1BP1	30827	CXXC1
8887	TAX1BP1	54981	NMRK1
8887	TAX1BP1	55885	LMO3
8887	TAX1BP1	56852	RAD18
8887	TAX1BP1	57616	TSHZ3
8887	TAX1BP1	65003	MRPL11
8887	TAX1BP1	79931	TNIP3
8887	TAX1BP1	84069	PLEKHN1
8887	TAX1BP1	91949	COG7
8887	TAX1BP1	116540	MRPL53
8887	TAX1BP1	143884	CWF19L2
8890	EIF2B4	8892	EIF2B2
8892	EIF2B2	114932	MRFAP1L1
8892	EIF2B2	203228	C9orf72
8896	BUD31	79656	BEND5
8896	BUD31	386675	KRTAP10-7
8896	BUD31	386682	KRTAP10-3
8906	AP1G2	64105	CENPK
8907	AP1M1	9513	FXR2
8907	AP1M1	9666	DZIP3
8907	AP1M1	10318	TNIP1
8907	AP1M1	10320	IKZF1
8907	AP1M1	10807	SDCCAG3
8907	AP1M1	10900	RUNDC3A
8907	AP1M1	23099	ZBTB43
8907	AP1M1	29068	ZBTB44
8907	AP1M1	29911	HOOK2
8907	AP1M1	84445	LZTS2
8907	AP1M1	92610	TIFA
8907	AP1M1	114824	PNMA5
8907	AP1M1	117178	SSX2IP
8907	AP1M1	125115	KRT40
8907	AP1M1	171483	FAM9B
8907	AP1M1	285753	CEP57L1
8907	AP1M1	386675	KRTAP10-7
8907	AP1M1	386682	KRTAP10-3
8907	AP1M1	653121	ZBTB8A
8915	BCL10	8915	BCL10
8933	FAM127A	23089	PEG10
8933	FAM127A	29979	UBQLN1
8934	RAB29	23641	LDOC1
8934	RAB29	79096	C11orf49
8934	RAB29	222389	BEND7
8936	WASF1	9322	TRIP10
8936	WASF1	90410	IFT20
8939	FUBP3	9444	QKI
8940	TOP3B	10687	PNMA2
8940	TOP3B	11043	MID2
8940	TOP3B	54507	ADAMTSL4
8940	TOP3B	90933	TRIM41
8940	TOP3B	117178	SSX2IP
8940	TOP3B	200734	SPRED2
8945	BTRC	83593	RASSF5
8945	BTRC	114088	TRIM9
8976	WASL	9025	RNF8
8976	WASL	10094	ARPC3
8976	WASL	57381	RHOJ
8985	PLOD3	10919	EHMT2
8985	PLOD3	80258	EFHC2
8985	PLOD3	117177	RAB3IP
8987	STBD1	147872	CCDC155
8996	NOL3	8996	NOL3
9015	TAF1A	55216	C11orf57
9021	SOCS3	158405	KIAA1958
9022	CLIC3	80258	EFHC2
9025	RNF8	10687	PNMA2
9025	RNF8	23543	RBFOX2
9025	RNF8	55964	SEPT3
9025	RNF8	57594	HOMEZ
9025	RNF8	84283	TMEM79
9039	UBA3	9039	UBA3
9039	UBA3	221184	CPNE2
9044	BTAF1	139212	PIH1D3
9051	PSTPIP1	9184	BUB3
9051	PSTPIP1	25804	LSM4
9051	PSTPIP1	26121	PRPF31
9051	PSTPIP1	55138	FAM90A1
9051	PSTPIP1	55284	UBE2W
9051	PSTPIP1	56122	PCDHB14
9051	PSTPIP1	63898	SH2D4A
9051	PSTPIP1	80028	FBXL18
9051	PSTPIP1	80342	TRAF3IP3
9051	PSTPIP1	285093	RTP5
9063	PIAS2	9063	PIAS2
9063	PIAS2	9189	ZBED1
9063	PIAS2	23582	CCNDBP1
9063	PIAS2	54535	CCHCR1
9063	PIAS2	89797	NAV2
9063	PIAS2	90121	TSR2
9063	PIAS2	91703	ACY3
9063	PIAS2	391257	SUMO1P1
9063	PIAS2	653121	ZBTB8A
9070	ASH2L	84661	DPY30
9073	CLDN8	147872	CCDC155
9073	CLDN8	163183	SYNE4
9075	CLDN2	386682	KRTAP10-3
9075	CLDN2	388677	NOTCH2NL
9093	DNAJA3	27124	INPP5J
9093	DNAJA3	29948	OSGIN1
9093	DNAJA3	79050	NOC4L
9093	DNAJA3	79571	GCC1
9093	DNAJA3	80022	MYO15B
9093	DNAJA3	80256	FAM214B
9093	DNAJA3	122786	FRMD6
9093	DNAJA3	151254	ALS2CR11
9094	UNC119	154796	AMOT
9094	UNC119	404550	C16orf74
9098	USP6	11340	EXOSC8
9099	USP2	9240	PNMA1
9099	USP2	9454	HOMER3
9099	USP2	23281	MTUS2
9099	USP2	51361	HOOK1
9099	USP2	64753	CCDC136
9099	USP2	81565	NDEL1
9099	USP2	84445	LZTS2
9099	USP2	89884	LHX4
9099	USP2	125115	KRT40
9099	USP2	284001	CCDC57
9099	USP2	339834	CCDC36
9100	USP10	9908	G3BP2
9107	MTMR6	9111	NMI
9107	MTMR6	23281	MTUS2
9107	MTMR6	51421	AMOTL2
9107	MTMR6	66036	MTMR9
9108	MTMR7	66036	MTMR9
9111	NMI	9111	NMI
9111	NMI	9587	MAD2L1BP
9111	NMI	10302	SNAPC5
9111	NMI	11117	EMILIN1
9111	NMI	11147	HHLA3
9111	NMI	22932	POMZP3
9111	NMI	23028	KDM1A
9111	NMI	25855	BRMS1
9111	NMI	64708	COPS7B
9111	NMI	66036	MTMR9
9111	NMI	112714	TUBA3E
9111	NMI	119392	SFR1
9111	NMI	127703	C1orf216
9111	NMI	150082	LCA5L
9111	NMI	154043	CNKSR3
9111	NMI	167838	TXLNB
9111	NMI	200081	TXLNA
9111	NMI	203228	C9orf72
9111	NMI	374659	HDDC3
9111	NMI	390535	GOLGA8EP
9112	MTA1	10320	IKZF1
9112	MTA1	84445	LZTS2
9112	MTA1	125115	KRT40
9112	MTA1	202559	KHDRBS2
9112	MTA1	386681	KRTAP10-8
9112	MTA1	388677	NOTCH2NL
9113	LATS1	23641	LDOC1
9113	LATS1	24144	TFIP11
9113	LATS1	64112	MOAP1
9113	LATS1	79959	CEP76
9113	LATS1	117178	SSX2IP
9113	LATS1	123722	FSD2
9113	LATS1	220082	SPERT
9117	SEC22C	89885	FATE1
9123	SLC16A3	54971	BANP
9123	SLC16A3	126382	NR2C2AP
9123	SLC16A3	171483	FAM9B
9129	PRPF3	56658	TRIM39
9129	PRPF3	171483	FAM9B
9139	CBFA2T2	9139	CBFA2T2
9139	CBFA2T2	54704	PDP1
9139	CBFA2T2	63978	PRDM14
9144	SYNGR2	51435	SCARA3
9145	SYNGR1	89885	FATE1
9146	HGS	9516	LITAF
9146	HGS	9802	DAZAP2
9146	HGS	9832	JAKMIP2
9146	HGS	10152	ABI2
9146	HGS	10286	BCAS2
9146	HGS	10403	NDC80
9146	HGS	23126	POGZ
9146	HGS	23265	EXOC7
9146	HGS	23283	CSTF2T
9146	HGS	23641	LDOC1
9146	HGS	23647	ARFIP2
9146	HGS	51375	SNX7
9146	HGS	53371	NUP54
9146	HGS	55048	VPS37C
9146	HGS	55917	CTTNBP2NL
9146	HGS	57409	MIF4GD
9146	HGS	84289	ING5
9146	HGS	92105	INTS4
9146	HGS	93233	CCDC114
9146	HGS	93487	MAPK1IP1L
9146	HGS	114932	MRFAP1L1
9146	HGS	125115	KRT40
9146	HGS	283208	P4HA3
9146	HGS	285753	CEP57L1
9146	HGS	388389	CCDC103
9146	HGS	553115	PEF1
9168	TMSB10	83899	KRTAP9-2
9173	IL1RL1	64581	CLEC7A
9179	AP4M1	55031	USP47
9181	ARHGEF2	138716	RPP25L
9189	ZBED1	9189	ZBED1
9189	ZBED1	51377	UCHL5
9189	ZBED1	51421	AMOTL2
9189	ZBED1	54955	C1orf109
9189	ZBED1	55222	LRRC20
9189	ZBED1	131377	KLHL40
9202	ZMYM4	10664	CTCF
9202	ZMYM4	29979	UBQLN1
9208	LRRFIP1	29079	MED4
9208	LRRFIP1	80817	CEP44
9209	LRRFIP2	91647	ATPAF2
9217	VAPB	9885	OSBPL2
9217	VAPB	10868	USP20
9217	VAPB	151393	RMDN2
9218	VAPA	9278	ZBTB22
9218	VAPA	84873	GPR128
9228	DLGAP2	85291	KRTAP4-2
9228	DLGAP2	125115	KRT40
9238	TBRG4	10241	CALCOCO2
9238	TBRG4	57085	AGTRAP
9238	TBRG4	114569	MAL2
9238	TBRG4	171483	FAM9B
9240	PNMA1	9759	HDAC4
9240	PNMA1	10190	TXNDC9
9240	PNMA1	10411	RAPGEF3
9240	PNMA1	10586	MAB21L2
9240	PNMA1	10865	ARID5A
9240	PNMA1	11170	FAM107A
9240	PNMA1	23270	TSPYL4
9240	PNMA1	23503	ZFYVE26
9240	PNMA1	23589	CARHSP1
9240	PNMA1	23623	RUSC1
9240	PNMA1	26121	PRPF31
9240	PNMA1	26505	CNNM3
9240	PNMA1	26511	CHIC2
9240	PNMA1	27343	POLL
9240	PNMA1	27434	POLM
9240	PNMA1	29979	UBQLN1
9240	PNMA1	51164	DCTN4
9240	PNMA1	51282	SCAND1
9240	PNMA1	51352	WT1-AS
9240	PNMA1	51545	ZNF581
9240	PNMA1	54058	C21orf58
9240	PNMA1	54840	APTX
9240	PNMA1	54910	SEMA4C
9240	PNMA1	55093	WDYHV1
9240	PNMA1	55195	C14orf105
9240	PNMA1	55285	RBM41
9240	PNMA1	55503	TRPV6
9240	PNMA1	55957	LIN37
9240	PNMA1	56929	FEM1C
9240	PNMA1	57559	STAMBPL1
9240	PNMA1	57639	CCDC146
9240	PNMA1	63898	SH2D4A
9240	PNMA1	64745	METTL17
9240	PNMA1	65003	MRPL11
9240	PNMA1	65117	RSRC2
9240	PNMA1	65265	C8orf33
9240	PNMA1	79005	SCNM1
9240	PNMA1	79446	WDR25
9240	PNMA1	79696	ZC2HC1C
9240	PNMA1	79723	SUV39H2
9240	PNMA1	80028	FBXL18
9240	PNMA1	80125	CCDC33
9240	PNMA1	81892	SLIRP
9240	PNMA1	83444	INO80B
9240	PNMA1	83541	FAM110A
9240	PNMA1	84080	ENKD1
9240	PNMA1	84221	SPATC1L
9240	PNMA1	84271	POLDIP3
9240	PNMA1	84309	NUDT16L1
9240	PNMA1	84707	BEX2
9240	PNMA1	84832	ANKRD36BP1
9240	PNMA1	84968	PNMA6A
9240	PNMA1	84996	URB1-AS1
9240	PNMA1	85027	SMIM3
9240	PNMA1	85302	FBF1
9240	PNMA1	85865	GTPBP10
9240	PNMA1	90355	C5orf30
9240	PNMA1	112950	MED8
9240	PNMA1	114793	FMNL2
9240	PNMA1	114824	PNMA5
9240	PNMA1	124220	ZG16B
9240	PNMA1	124995	MRPL10
9240	PNMA1	138716	RPP25L
9240	PNMA1	152573	SHISA3
9240	PNMA1	153328	SLC25A48
9240	PNMA1	163050	ZNF564
9240	PNMA1	170082	TCEANC
9240	PNMA1	170261	ZCCHC12
9240	PNMA1	220136	CFAP53
9240	PNMA1	221421	RSPH9
9240	PNMA1	283237	TTC9C
9240	PNMA1	284058	KANSL1
9240	PNMA1	285093	RTP5
9240	PNMA1	287015	TRIM42
9246	UBE2L6	10425	ARIH2
9246	UBE2L6	10616	RBCK1
9246	UBE2L6	91694	LONRF1
9247	GCM2	11030	RBPMS
9247	GCM2	86614	HSFY1
9248	GPR50	137209	ZNF572
9253	NUMBL	90864	SPSB3
9260	PDLIM7	11060	WWP2
9265	CYTH3	10256	CNKSR1
9265	CYTH3	90060	CCDC120
9265	CYTH3	93426	SYCE1
9266	CYTH2	90060	CCDC120
9270	ITGB1BP1	63979	FIGNL1
9278	ZBTB22	9513	FXR2
9278	ZBTB22	9584	RBM39
9278	ZBTB22	10445	MCRS1
9295	SRSF11	9584	RBM39
9295	SRSF11	10010	TANK
9295	SRSF11	22827	PUF60
9295	SRSF11	51329	ARL6IP4
9295	SRSF11	81888	HYI
9295	SRSF11	140890	SREK1
9295	SRSF11	283459	GATC
9319	TRIP13	9319	TRIP13
9319	TRIP13	10570	DPYSL4
9319	TRIP13	23181	DIP2A
9319	TRIP13	27327	TNRC6A
9319	TRIP13	51005	AMDHD2
9319	TRIP13	51700	CYB5R2
9319	TRIP13	55251	PCMTD2
9319	TRIP13	57048	PLSCR3
9319	TRIP13	57162	PELI1
9319	TRIP13	57213	SPRYD7
9319	TRIP13	57715	SEMA4G
9319	TRIP13	64081	PBLD
9319	TRIP13	64129	TINAGL1
9319	TRIP13	64778	FNDC3B
9319	TRIP13	80778	ZNF34
9319	TRIP13	84171	LOXL4
9319	TRIP13	84528	RHOXF2
9319	TRIP13	84708	LNX1
9319	TRIP13	122769	LRR1
9319	TRIP13	130951	M1AP
9319	TRIP13	132158	GLYCTK
9319	TRIP13	132321	C4orf33
9319	TRIP13	146664	MGAT5B
9319	TRIP13	196074	METTL15
9319	TRIP13	200523	TEX37
9319	TRIP13	283385	MORN3
9319	TRIP13	353323	KRTAP12-2
9319	TRIP13	353332	KRTAP12-1
9319	TRIP13	388818	KRTAP26-1
9322	TRIP10	9322	TRIP10
9322	TRIP10	9912	ARHGAP44
9322	TRIP10	23616	SH3BP1
9322	TRIP10	55114	ARHGAP17
9322	TRIP10	57381	RHOJ
9322	TRIP10	94134	ARHGAP12
9328	GTF3C5	125115	KRT40
9328	GTF3C5	386682	KRTAP10-3
9328	GTF3C5	388677	NOTCH2NL
9337	CNOT8	10766	TOB2
9341	VAMP3	23786	BCL2L13
9342	SNAP29	10791	VAMP5
9342	SNAP29	23673	STX12
9342	SNAP29	171483	FAM9B
9349	RPL23	56647	BCCIP
9360	PPIG	9584	RBM39
9360	PPIG	10687	PNMA2
9360	PPIG	55145	THAP1
9360	PPIG	60490	PPCDC
9360	PPIG	80321	CEP70
9360	PPIG	200845	KCTD6
9360	PPIG	222389	BEND7
9363	RAB33A	23204	ARL6IP1
9363	RAB33A	64753	CCDC136
9370	ADIPOQ	147872	CCDC155
9370	ADIPOQ	163183	SYNE4
9373	PLAA	51035	UBXN1
9377	COX5A	11340	EXOSC8
9377	COX5A	125115	KRT40
9391	CIAO1	51647	FAM96B
9391	CIAO1	64210	MMS19
9391	CIAO1	84191	FAM96A
9402	GRAP2	10253	SPRY2
9404	LPXN	9814	SFI1
9404	LPXN	84069	PLEKHN1
9404	LPXN	130271	PLEKHH2
9404	LPXN	167838	TXLNB
9412	MED21	9412	MED21
9412	MED21	26258	BLOC1S6
9412	MED21	79027	ZNF655
9412	MED21	284297	SSC5D
9413	FAM189A2	10241	CALCOCO2
9413	FAM189A2	10254	STAM2
9413	FAM189A2	11059	WWP1
9413	FAM189A2	11060	WWP2
9413	FAM189A2	29979	UBQLN1
9413	FAM189A2	51035	UBXN1
9422	ZNF264	81565	NDEL1
9422	ZNF264	90933	TRIM41
9422	ZNF264	386676	KRTAP10-9
9422	ZNF264	386677	KRTAP10-1
9422	ZNF264	386680	KRTAP10-5
9422	ZNF264	386682	KRTAP10-3
9443	MED7	115106	HAUS1
9444	QKI	11030	RBPMS
9444	QKI	54033	RBM11
9444	QKI	64859	NABP1
9444	QKI	92906	HNRNPLL
9445	ITM2B	147872	CCDC155
9445	ITM2B	163183	SYNE4
9445	ITM2B	254827	NAALADL2
9447	AIM2	10513	APPBP2
9453	GGPS1	9453	GGPS1
9454	HOMER3	9454	HOMER3
9454	HOMER3	9456	HOMER1
9454	HOMER3	9883	POM121
9454	HOMER3	10152	ABI2
9454	HOMER3	10529	NEBL
9454	HOMER3	85403	EAF1
9454	HOMER3	170954	PPP1R18
9455	HOMER2	10193	RNF41
9455	HOMER2	84445	LZTS2
9456	HOMER1	79098	C1orf116
9456	HOMER1	79173	C19orf57
9462	RASAL2	83878	USHBP1
9465	AKAP7	53340	SPA17
9465	AKAP7	54763	ROPN1
9465	AKAP7	79959	CEP76
9470	EIF4E2	9500	MAGED1
9470	EIF4E2	9911	TMCC2
9470	EIF4E2	10253	SPRY2
9470	EIF4E2	10615	SPAG5
9470	EIF4E2	22924	MAPRE3
9470	EIF4E2	51421	AMOTL2
9470	EIF4E2	54507	ADAMTSL4
9470	EIF4E2	54550	NECAB2
9470	EIF4E2	57159	TRIM54
9470	EIF4E2	57594	HOMEZ
9470	EIF4E2	63978	PRDM14
9470	EIF4E2	64170	CARD9
9470	EIF4E2	83878	USHBP1
9470	EIF4E2	84445	LZTS2
9470	EIF4E2	91544	UBXN11
9470	EIF4E2	125115	KRT40
9470	EIF4E2	145282	MIPOL1
9470	EIF4E2	159195	USP54
9470	EIF4E2	220082	SPERT
9470	EIF4E2	221504	ZBTB9
9470	EIF4E2	386676	KRTAP10-9
9470	EIF4E2	386680	KRTAP10-5
9470	EIF4E2	386681	KRTAP10-8
9470	EIF4E2	388677	NOTCH2NL
9473	THEMIS2	388677	NOTCH2NL
9474	ATG5	9817	KEAP1
9474	ATG5	54535	CCHCR1
9474	ATG5	150483	TEKT4
9477	MED20	54797	MED18
9491	PSMF1	25793	FBXO7
9499	MYOT	29922	NME7
9500	MAGED1	9500	MAGED1
9500	MAGED1	9531	BAG3
9500	MAGED1	10142	AKAP9
9500	MAGED1	10342	TFG
9500	MAGED1	11030	RBPMS
9500	MAGED1	23543	RBFOX2
9500	MAGED1	55147	RBM23
9500	MAGED1	64744	SMAP2
9500	MAGED1	64927	TTC23
9500	MAGED1	80125	CCDC33
9500	MAGED1	84528	RHOXF2
9500	MAGED1	84970	C1orf94
9500	MAGED1	112401	BIRC8
9500	MAGED1	118738	ZNF488
9500	MAGED1	130502	TTC32
9500	MAGED1	337972	KRTAP19-5
9501	RPH3AL	11043	MID2
9502	XAGE2	64395	GMCL1
9502	XAGE2	64396	GMCL1P1
9503	XAGE1D	10138	YAF2
9503	XAGE1D	26040	SETBP1
9503	XAGE1D	54971	BANP
9513	FXR2	9513	FXR2
9513	FXR2	9883	POM121
9513	FXR2	10933	MORF4L1
9513	FXR2	29994	BAZ2B
9513	FXR2	51265	CDKL3
9513	FXR2	54623	PAF1
9513	FXR2	55138	FAM90A1
9513	FXR2	55165	CEP55
9513	FXR2	55633	TBC1D22B
9513	FXR2	60491	NIF3L1
9513	FXR2	79169	C1orf35
9513	FXR2	79618	HMBOX1
9513	FXR2	80817	CEP44
9513	FXR2	84106	PRAM1
9513	FXR2	84545	MRPL43
9513	FXR2	94121	SYTL4
9513	FXR2	148281	SYT6
9513	FXR2	153527	ZMAT2
9513	FXR2	375056	MIA3
9513	FXR2	414157	C10orf62
9516	LITAF	9531	BAG3
9516	LITAF	10241	CALCOCO2
9516	LITAF	10254	STAM2
9516	LITAF	29979	UBQLN1
9516	LITAF	92840	REEP6
9521	EEF1E1	10241	CALCOCO2
9521	EEF1E1	26151	NAT9
9522	SCAMP1	54906	FAM208B
9522	SCAMP1	83637	ZMIZ2
9522	SCAMP1	140258	KRTAP13-1
9524	TECR	201562	PTPLB
9525	VPS4B	51510	CHMP5
9525	VPS4B	84936	ZFYVE19
9529	BAG5	54971	BANP
9529	BAG5	55145	THAP1
9529	BAG5	79607	FAM118B
9529	BAG5	147872	CCDC155
9531	BAG3	9802	DAZAP2
9531	BAG3	10262	SF3B4
9531	BAG3	57561	ARRDC3
9532	BAG2	9532	BAG2
9533	POLR1C	22806	IKZF3
9533	POLR1C	51082	POLR1D
9533	POLR1C	51562	MBIP
9533	POLR1C	54906	FAM208B
9533	POLR1C	55012	PPP2R3C
9533	POLR1C	79444	BIRC7
9533	POLR1C	80125	CCDC33
9533	POLR1C	81628	TSC22D4
9533	POLR1C	84126	ATRIP
9533	POLR1C	84445	LZTS2
9533	POLR1C	85376	RIMBP3
9533	POLR1C	158297	FAM154A
9533	POLR1C	284252	KCTD1
9533	POLR1C	339834	CCDC36
9541	CIR1	79959	CEP76
9547	CXCL14	56159	TEX11
9550	ATP6V1G1	23641	LDOC1
9550	ATP6V1G1	90423	ATP6V1E2
9555	H2AFY	285141	ERICH2
9570	GOSR2	10228	STX6
9570	GOSR2	147872	CCDC155
9570	GOSR2	390535	GOLGA8EP
9570	GOSR2	440321	FLJ32679
9584	RBM39	10262	SF3B4
9584	RBM39	10284	SAP18
9584	RBM39	22889	KIAA0907
9584	RBM39	51329	ARL6IP4
9584	RBM39	54819	ZCCHC10
9584	RBM39	54971	BANP
9584	RBM39	55145	THAP1
9584	RBM39	55216	C11orf57
9584	RBM39	55660	PRPF40A
9584	RBM39	57594	HOMEZ
9584	RBM39	158067	AK8
9584	RBM39	221786	FAM200A
9584	RBM39	285672	SREK1IP1
9584	RBM39	353323	KRTAP12-2
9584	RBM39	441212	RP9P
9586	CREB5	10252	SPRY1
9586	CREB5	10253	SPRY2
9586	CREB5	11030	RBPMS
9586	CREB5	23281	MTUS2
9586	CREB5	30008	EFEMP2
9586	CREB5	54507	ADAMTSL4
9586	CREB5	80705	TSGA10
9586	CREB5	83755	KRTAP4-12
9586	CREB5	83897	KRTAP3-2
9586	CREB5	83899	KRTAP9-2
9586	CREB5	85280	KRTAP9-4
9586	CREB5	85291	KRTAP4-2
9586	CREB5	85376	RIMBP3
9586	CREB5	125115	KRT40
9586	CREB5	146664	MGAT5B
9586	CREB5	386675	KRTAP10-7
9586	CREB5	386676	KRTAP10-9
9586	CREB5	386677	KRTAP10-1
9586	CREB5	386678	KRTAP10-11
9586	CREB5	386680	KRTAP10-5
9586	CREB5	386681	KRTAP10-8
9586	CREB5	386682	KRTAP10-3
9586	CREB5	388677	NOTCH2NL
9586	CREB5	440023	KRTAP5-6
9587	MAD2L1BP	51763	INPP5K
9587	MAD2L1BP	57594	HOMEZ
9589	WTAP	10320	IKZF1
9604	RNF14	51619	UBE2D4
9610	RIN1	10241	CALCOCO2
9610	RIN1	84445	LZTS2
9618	TRAF4	9618	TRAF4
9618	TRAF4	9722	NOS1AP
9618	TRAF4	10573	MRPL28
9618	TRAF4	11059	WWP1
9618	TRAF4	11060	WWP2
9618	TRAF4	22893	BAHD1
9618	TRAF4	23265	EXOC7
9618	TRAF4	26003	GORASP2
9618	TRAF4	51256	TBC1D7
9618	TRAF4	51477	ISYNA1
9618	TRAF4	51545	ZNF581
9618	TRAF4	51729	WBP11
9618	TRAF4	54784	ALKBH4
9618	TRAF4	54908	SPDL1
9618	TRAF4	54971	BANP
9618	TRAF4	57594	HOMEZ
9618	TRAF4	80028	FBXL18
9618	TRAF4	125115	KRT40
9618	TRAF4	164153	UBL4B
9618	TRAF4	255877	BCL6B
9618	TRAF4	284058	KANSL1
9618	TRAF4	339047	LOC339047
9618	TRAF4	441362	REXO1L6P
9630	GNA14	10126	DNAL4
9631	NUP155	10278	EFS
9636	ISG15	11274	USP18
9640	ZNF592	9747	FAM115A
9643	MORF4L2	10318	TNIP1
9643	MORF4L2	10320	IKZF1
9643	MORF4L2	10687	PNMA2
9643	MORF4L2	23099	ZBTB43
9643	MORF4L2	26249	KLHL3
9643	MORF4L2	51043	ZBTB7B
9643	MORF4L2	55145	THAP1
9643	MORF4L2	55165	CEP55
9643	MORF4L2	55257	MRGBP
