entrez_gene_ida	symbol_a	entrez_gene_idb	symbol_b
8832	CD84	8832	CD84
8085	KMT2D	11091	WDR5
324	APC	1739	DLG1
4084	MXD1	4149	MAX
3198	HOXA1	158297	FAM154A
7321	UBE2D1	55743	CHFR
3320	HSP90AA1	10273	STUB1
3397	ID1	6929	TCF3
1017	CDK2	4172	MCM3
7186	TRAF2	59269	HIVEP3
4502	MT2A	23327	NEDD4L
2280	FKBP1A	2475	MTOR
5734	PTGER4	55527	FEM1A
409	ARRB2	4217	MAP3K5
4801	NFYB	10153	CEBPZ
321	APBA2	351	APP
7165	TPD52L2	89882	TPD52L3
998	CDC42	84552	PARD6G
940	CD28	941	CD80
1665	DHX15	10181	RBM5
2960	GTF2E1	2961	GTF2E2
2066	ERBB4	10413	YAP1
865	CBFB	55726	ASUN
572	BAD	10971	YWHAQ
2033	EP300	163732	CITED4
5575	PRKAR1B	8165	AKAP1
7322	UBE2D2	84937	ZNRF1
6714	SRC	23054	NCOA6
2958	GTF2A2	6908	TBP
362	AQP5	362	AQP5
4066	LYL1	4790	NFKB1
8517	IKBKG	23118	TAB2
3276	PRMT1	7832	BTG2
23215	PRRC2C	25988	HINFP
5690	PSMB2	5691	PSMB3
5335	PLCG1	6655	SOS2
1742	DLG4	3739	KCNA4
23118	TAB2	128178	EDARADD
1448	CSN3	3646	EIF3E
6428	SRSF3	10179	RBM7
4172	MCM3	4176	MCM7
10445	MCRS1	54984	PINX1
4097	MAFG	9603	NFE2L3
5917	RARS	7965	AIMP2
2100	ESR2	23054	NCOA6
4297	KMT2A	11091	WDR5
5600	MAPK11	8841	HDAC3
9638	FEZ1	27185	DISC1
2099	ESR1	57447	NDRG2
6496	SIX3	7090	TLE3
23354	HAUS5	54801	HAUS6
1387	CREBBP	5079	PAX5
7025	NR2F1	53335	BCL11A
3880	KRT19	5411	PNN
4790	NFKB1	5371	PML
2335	FN1	57761	TRIB3
5693	PSMB5	51371	POMP
5037	PEBP1	5894	RAF1
4092	SMAD7	64750	SMURF2
4086	SMAD1	5692	PSMB4
673	BRAF	673	BRAF
2778	GNAS	60626	RIC8A
3364	HUS1	5810	RAD1
2547	XRCC6	3221	HOXC4
773	CACNA1A	1954	MEGF8
50944	SHANK1	81858	SHARPIN
3991	LIPE	646480	FABP9
4683	NBN	9656	MDC1
4353	MPO	4353	MPO
4869	NPM1	7157	TP53
5468	PPARG	253980	KCTD13
7428	VHL	10514	MYBBP1A
23236	PLCB1	54822	TRPM7
2321	FLT1	7422	VEGFA
4036	LRP2	26119	LDLRAP1
5753	PTK6	55620	STAP2
1911	PHC1	7703	PCGF2
375	ARF1	23163	GGA3
2185	PTK2B	7041	TGFB1I1
6399	TRAPPC2	7109	TRAPPC10
8766	RAB11A	117177	RAB3IP
332	BIRC5	332	BIRC5
6605	SMARCE1	23186	RCOR1
369	ARAF	6237	RRAS
572	BAD	597	BCL2A1
87	ACTN1	8470	SORBS2
6347	CCL2	6347	CCL2
582	BBS1	1915	EEF1A1
8777	MPDZ	59338	PLEKHA1
7322	UBE2D2	23327	NEDD4L
4085	MAD2L1	10537	UBD
267	AMFR	7323	UBE2D3
5592	PRKG1	10335	MRVI1
9611	NCOR1	23118	TAB2
5439	POLR2J	6304	SATB1
1488	CTBP2	10273	STUB1
2033	EP300	7421	VDR
5663	PSEN1	11140	CDC37
5525	PPP2R5A	11200	CHEK2
4605	MYBL2	90441	ZNF622
10273	STUB1	85300	ATCAY
8318	CDC45	55388	MCM10
9320	TRIP12	55553	SOX6
916	CD3E	8440	NCK2
5710	PSMD4	5887	RAD23B
993	CDC25A	4088	SMAD3
320	APBA1	774	CACNA1B
90	ACVR1	659	BMPR2
7164	TPD52L1	7529	YWHAB
6426	SRSF1	6426	SRSF1
4644	MYO5A	10612	TRIM3
10425	ARIH2	29089	UBE2T
4193	MDM2	7161	TP73
4850	CNOT4	7322	UBE2D2
1953	MEGF6	6314	ATXN7
3164	NR4A1	6256	RXRA
6714	SRC	50807	ASAP1
5094	PCBP2	5094	PCBP2
8517	IKBKG	55651	NHP2
5584	PRKCI	50855	PARD6A
2885	GRB2	2889	RAPGEF1
5879	RAC1	84552	PARD6G
57628	DPP10	57628	DPP10
1107	CHD3	10320	IKZF1
367	AR	4086	SMAD1
773	CACNA1A	389677	RBM12B
1436	CSF1R	146433	IL34
573	BAG1	3312	HSPA8
10524	KAT5	57562	KIAA1377
9513	FXR2	9513	FXR2
3273	HRG	25898	RCHY1
1230	CCR1	5355	PLP2
3953	LEPR	54741	LEPROT
3326	HSP90AB1	5610	EIF2AK2
868	CBLB	30011	SH3KBP1
3688	ITGB1	4067	LYN
7088	TLE1	64127	NOD2
8027	STAM	80306	MED28
2185	PTK2B	5781	PTPN11
4790	NFKB1	64332	NFKBIZ
773	CACNA1A	22827	PUF60
836	CASP3	10197	PSME3
10565	ARFGEF1	26292	MYCBP
3064	HTT	6874	TAF4
1856	DVL2	378884	NHLRC1
5347	PLK1	10010	TANK
7984	ARHGEF5	80306	MED28
4899	NRF1	8655	DYNLL1
5682	PSMA1	5693	PSMB5
5602	MAPK10	9088	PKMYT1
387	RHOA	392	ARHGAP1
6760	SS18	8028	MLLT10
5468	PPARG	10891	PPARGC1A
22938	SNW1	56949	XAB2
1874	E2F4	5925	RB1
7376	NR1H2	9612	NCOR2
5501	PPP1CC	5504	PPP1R2
3064	HTT	3064	HTT
3364	HUS1	4437	MSH3
694	BTG1	29883	CNOT7
8454	CUL1	55294	FBXW7
8819	SAP30	25942	SIN3A
862	RUNX1T1	6929	TCF3
2639	GCDH	5663	PSEN1
2175	FANCA	3280	HES1
4077	NBR1	9101	USP8
5310	PKD1	6000	RGS7
5062	PAK2	344558	SH3RF3
4848	CNOT2	23019	CNOT1
2099	ESR1	205564	SENP5
4609	MYC	26259	FBXW8
5111	PCNA	5429	POLH
8204	NRIP1	10014	HDAC5
6867	TACC1	23424	TDRD7
4267	CD99	5478	PPIA
675	BRCA2	56946	C11orf30
5824	PEX19	9409	PEX16
10569	SLU7	10992	SF3B2
1385	CREB1	2275	FHL3
7552	ZNF711	23133	PHF8
6310	ATXN1	54715	RBFOX1
4928	NUP98	8480	RAE1
648	BMI1	1912	PHC2
6886	TAL1	6929	TCF3
3480	IGF1R	3667	IRS1
2889	RAPGEF1	9564	BCAR1
10084	PQBP1	84708	LNX1
2494	NR5A2	8202	NCOA3
7186	TRAF2	10010	TANK
6383	SDC2	6383	SDC2
5423	POLB	79101	TAF1D
5241	PGR	122953	JDP2
7515	XRCC1	54840	APTX
8312	AXIN1	8312	AXIN1
5925	RB1	5932	RBBP8
4599	MX1	7225	TRPC6
4656	MYOG	64100	ELSPBP1
1612	DAPK1	27252	KLHL20
6683	SPAST	9798	IST1
2056	EPO	2057	EPOR
4171	MCM2	4172	MCM3
1813	DRD2	5074	PAWR
22841	RAB11FIP2	85021	REPS1
367	AR	857	CAV1
4589	MUC7	5554	PRH1
3927	LASP1	7791	ZYX
9001	HAP1	9638	FEZ1
7528	YY1	7528	YY1
2316	FLNA	54751	FBLIM1
5265	SERPINA1	5646	PRSS3
29911	HOOK2	51361	HOOK1
5105	PCK1	8517	IKBKG
3099	HK2	5730	PTGDS
196	AHR	6908	TBP
30011	SH3KBP1	30011	SH3KBP1
672	BRCA1	26747	NUFIP1
5295	PIK3R1	10657	KHDRBS1
4171	MCM2	4176	MCM7
1759	DNM1	6455	SH3GL1
1615	DARS	2885	GRB2
1017	CDK2	1033	CDKN3
5700	PSMC1	23770	FKBP8
1439	CSF2RB	10399	GNB2L1
1649	DDIT3	4783	NFIL3
4194	MDM4	7874	USP7
387	RHOA	11113	CIT
1387	CREBBP	29950	SERTAD1
9525	VPS4B	27183	VPS4A
2022	ENG	7040	TGFB1
1387	CREBBP	10661	KLF1
6521	SLC4A1	6521	SLC4A1
1958	EGR1	2033	EP300
2534	FYN	4137	MAPT
11186	RASSF1	55201	MAP1S
1387	CREBBP	6996	TDG
2885	GRB2	3183	HNRNPC
8517	IKBKG	11091	WDR5
941	CD80	4804	NGFR
3676	ITGA4	3676	ITGA4
7428	VHL	79960	JADE1
2885	GRB2	80306	MED28
9727	RAB11FIP3	57111	RAB25
867	CBL	10580	SORBS1
4946	OAZ1	51686	OAZ3
2891	GRIA2	4905	NSF
6878	TAF6	6880	TAF9
672	BRCA1	5295	PIK3R1
7376	NR1H2	8648	NCOA1
3159	HMGA1	55170	PRMT6
2185	PTK2B	57605	PITPNM2
9612	NCOR2	342371	ATXN1L
9135	RABEP1	23062	GGA2
58484	NLRC4	58484	NLRC4
672	BRCA1	4331	MNAT1
1081	CGA	1082	CGB
8740	TNFSF14	8771	TNFRSF6B
6310	ATXN1	9779	TBC1D5
6672	SP100	7329	UBE2I
2060	EPS15	8650	NUMB
1894	ECT2	4502	MT2A
3141	HLCS	3141	HLCS
29979	UBQLN1	58513	EPS15L1
596	BCL2	149428	BNIPL
5906	RAP1A	10411	RAPGEF3
5810	RAD1	135458	HUS1B
2100	ESR2	9584	RBM39
2494	NR5A2	8431	NR0B2
23607	CD2AP	23607	CD2AP
580	BARD1	3958	LGALS3
6885	MAP3K7	10454	TAB1
3191	HNRNPL	5094	PCBP2
673	BRAF	7533	YWHAH
351	APP	7159	TP53BP2
5621	PRNP	8495	PPFIBP2
6548	SLC9A1	63928	CHP2
7756	ZNF207	9184	BUB3
5091	PC	5091	PC
22976	PAXIP1	57599	WDR48
2185	PTK2B	9564	BCAR1
595	CCND1	2099	ESR1
9343	EFTUD2	10594	PRPF8
9001	HAP1	9146	HGS
3500	IGHG1	6737	TRIM21
6882	TAF11	7067	THRA
2887	GRB10	3815	KIT
7514	XPO1	8498	RANBP3
9266	CYTH2	23545	ATP6V0A2
1029	CDKN2A	23424	TDRD7
4915	NTRK2	53358	SHC3
9931	HELZ	64754	SMYD3
7163	TPD52	7164	TPD52L1
467	ATF3	1054	CEBPG
3875	KRT18	9659	PDE4DIP
2113	ETS1	9669	EIF5B
687	KLF9	5241	PGR
468	ATF4	55509	BATF3
5595	MAPK3	8682	PEA15
5682	PSMA1	5698	PSMB9
5621	PRNP	51202	DDX47
1409	CRYAA	3315	HSPB1
5607	MAP2K5	10746	MAP3K2
4094	MAF	4094	MAF
1915	EEF1A1	5335	PLCG1
5747	PTK2	64759	TNS3
1654	DDX3X	140890	SREK1
8924	HERC2	9025	RNF8
2885	GRB2	10342	TFG
5499	PPP1CA	5504	PPP1R2
1488	CTBP2	23414	ZFPM2
7321	UBE2D1	10210	TOPORS
6789	STK4	83593	RASSF5
546	ATRX	2146	EZH2
4149	MAX	4613	MYCN
23327	NEDD4L	79901	CYBRD1
57120	GOPC	57120	GOPC
1398	CRK	6310	ATXN1
1946	EFNA5	2043	EPHA4
3689	ITGB2	9267	CYTH1
1616	DAXX	7161	TP73
51147	ING4	51147	ING4
6788	STK3	9770	RASSF2
5999	RGS4	9276	COPB2
23338	JADE2	51147	ING4
9026	HIP1R	9026	HIP1R
2782	GNB1	51655	RASD1
1742	DLG4	3741	KCNA5
462	SERPINC1	2147	F2
1236	CCR7	6366	CCL21
3838	KPNA2	5965	RECQL
5990	RFX2	5992	RFX4
7332	UBE2L3	255488	RNF144B
5071	PARK2	7965	AIMP2
598	BCL2L1	4170	MCL1
10244	RABEPK	200576	PIKFYVE
5610	EIF2AK2	6895	TARBP2
7021	TFAP2B	10370	CITED2
4208	MEF2C	9734	HDAC9
5147	PDE6D	6009	RHEB
1053	CEBPE	7750	ZMYM2
6310	ATXN1	23152	CIC
2060	EPS15	3267	AGFG1
3667	IRS1	5296	PIK3R2
4088	SMAD3	4088	SMAD3
7531	YWHAE	9734	HDAC9
23327	NEDD4L	23327	NEDD4L
571	BACH1	1386	ATF2
7067	THRA	9611	NCOR1
672	BRCA1	7325	UBE2E2
1525	CXADR	1525	CXADR
4771	NF2	80306	MED28
2244	FGB	2266	FGG
5289	PIK3C3	8678	BECN1
5817	PVR	10666	CD226
2781	GNAZ	5909	RAP1GAP
3856	KRT8	3875	KRT18
10594	PRPF8	24148	PRPF6
5782	PTPN12	6464	SHC1
10015	PDCD6IP	85365	ALG2
3875	KRT18	8717	TRADD
2246	FGF1	3313	HSPA9
5295	PIK3R1	6752	SSTR2
5058	PAK1	23013	SPEN
6457	SH3GL3	6457	SH3GL3
7422	VEGFA	7422	VEGFA
405	ARNT	57491	AHRR
7321	UBE2D1	84937	ZNRF1
4188	MDFI	4654	MYOD1
3646	EIF3E	10980	COPS6
11059	WWP1	23111	SPG20
5311	PKD2	7137	TNNI3
2047	EPHB1	2886	GRB7
367	AR	4110	MAGEA11
11316	COPE	25898	RCHY1
128	ADH5	128	ADH5
581	BAX	115426	UHRF2
10320	IKZF1	22806	IKZF3
5878	RAB5C	79890	RIN3
2059	EPS8	2059	EPS8
10015	PDCD6IP	10015	PDCD6IP
657	BMPR1A	8200	GDF5
5170	PDPK1	11171	STRAP
8473	OGT	10454	TAB1
5138	PDE2A	5138	PDE2A
1017	CDK2	1026	CDKN1A
274	BIN1	9185	REPS2
5663	PSEN1	8502	PKP4
9584	RBM39	10284	SAP18
3673	ITGA2	81858	SHARPIN
9253	NUMBL	23118	TAB2
1937	EEF1G	84676	TRIM63
5594	MAPK1	9261	MAPKAPK2
1432	MAPK14	10454	TAB1
6455	SH3GL1	6456	SH3GL2
4790	NFKB1	22984	PDCD11
5621	PRNP	84305	WIBG
8665	EIF3F	728642	CDK11A
3725	JUN	5602	MAPK10
1501	CTNND2	23037	PDZD2
1855	DVL1	4087	SMAD2
3689	ITGB2	10399	GNB2L1
1874	E2F4	5933	RBL1
6015	RING1	84333	PCGF5
1617	DAZ1	66037	BOLL
3667	IRS1	7531	YWHAE
2938	GSTA1	2938	GSTA1
3198	HOXA1	9404	LPXN
5925	RB1	9682	KDM4A
7039	TGFA	26003	GORASP2
7247	TSN	9815	GIT2
1633	DCK	1633	DCK
672	BRCA1	55284	UBE2W
5594	MAPK1	5795	PTPRJ
54512	EXOSC4	54512	EXOSC4
1859	DYRK1A	5933	RBL1
1785	DNM2	50944	SHANK1
2033	EP300	10661	KLF1
7311	UBA52	27246	RNF115
3725	JUN	5532	PPP3CB
573	BAG1	6477	SIAH1
29127	RACGAP1	116369	SLC26A8
641	BLM	7486	WRN
1500	CTNND1	5663	PSEN1
8841	HDAC3	83746	L3MBTL2
3799	KIF5B	8773	SNAP23
5211	PFKL	5213	PFKM
6839	SUV39H1	8535	CBX4
5055	SERPINB2	10594	PRPF8
4176	MCM7	10926	DBF4
5174	PDZK1	9748	SLK
9126	SMC3	9638	FEZ1
3326	HSP90AB1	83903	GSG2
10262	SF3B4	10992	SF3B2
596	BCL2	5366	PMAIP1
688	KLF5	64750	SMURF2
7046	TGFBR1	7046	TGFBR1
6453	ITSN1	85439	STON2
3558	IL2	3559	IL2RA
7185	TRAF1	51330	TNFRSF12A
10524	KAT5	10912	GADD45G
5914	RARA	29979	UBQLN1
1398	CRK	11184	MAP4K1
1891	ECH1	5830	PEX5
1107	CHD3	7157	TP53
648	BMI1	57332	CBX8
4851	NOTCH1	22938	SNW1
5683	PSMA2	5684	PSMA3
6118	RPA2	7374	UNG
2521	FUS	5339	PLEC
2177	FANCD2	2178	FANCE
2771	GNAI2	29899	GPSM2
468	ATF4	3725	JUN
351	APP	642	BLMH
142	PARP1	23090	ZNF423
712	C1QA	713	C1QB
408	ARRB1	5602	MAPK10
1739	DLG1	8573	CASK
4633	MYL2	9098	USP6
51552	RAB14	64145	ZFYVE20
5579	PRKCB	10611	PDLIM5
5192	PEX10	5824	PEX19
613	BCR	4301	MLLT4
641	BLM	7157	TP53
5525	PPP2R5A	5610	EIF2AK2
5394	EXOSC10	10438	C1D
7323	UBE2D3	54941	RNF125
6733	SRPK2	55082	ARGLU1
7314	UBB	11201	POLI
1870	E2F2	23429	RYBP
1603	DAD1	4170	MCL1
9220	TIAF1	57761	TRIB3
6477	SIAH1	7321	UBE2D1
7162	TPBG	10755	GIPC1
6278	S100A7	10048	RANBP9
1487	CTBP1	84458	LCOR
367	AR	1387	CREBBP
6341	SCO1	10063	COX17
5058	PAK1	55003	PAK1IP1
4771	NF2	27352	SGSM3
823	CAPN1	2175	FANCA
23028	KDM1A	23186	RCOR1
841	CASP8	8772	FADD
8945	BTRC	10413	YAP1
25904	CNOT10	55571	CNOT11
4172	MCM3	55388	MCM10
580	BARD1	1477	CSTF1
5797	PTPRM	10399	GNB2L1
701	BUB1B	57082	CASC5
57823	SLAMF7	57823	SLAMF7
1399	CRKL	2321	FLT1
7534	YWHAZ	23136	EPB41L3
10048	RANBP9	10048	RANBP9
6117	RPA1	7507	XPA
2033	EP300	7020	TFAP2A
8517	IKBKG	55111	PLEKHJ1
8841	HDAC3	9612	NCOR2
6310	ATXN1	56893	UBQLN4
5978	REST	23186	RCOR1
4088	SMAD3	55072	RNF31
5000	ORC4	23594	ORC6
6667	SP1	29102	DROSHA
4193	MDM2	6273	S100A2
5111	PCNA	253980	KCTD13
6300	MAPK12	6640	SNTA1
991	CDC20	375686	SPATC1
5621	PRNP	6171	RPL41
92	ACVR2A	55333	SYNJ2BP
9318	COPS2	50813	COPS7A
7157	TP53	10114	HIPK3
6478	SIAH2	26277	TINF2
8878	SQSTM1	84676	TRIM63
7533	YWHAH	9156	EXO1
472	ATM	2177	FANCD2
1616	DAXX	8626	TP63
1386	ATF2	5599	MAPK8
2157	F8	5264	PHYH
1029	CDKN2A	84687	PPP1R9B
6895	TARBP2	6895	TARBP2
6257	RXRB	7068	THRB
7188	TRAF5	9253	NUMBL
550	AUP1	3674	ITGA2B
2099	ESR1	28992	MACROD1
5127	CDK16	8851	CDK5R1
7329	UBE2I	10691	GMEB1
7322	UBE2D2	81559	TRIM11
23400	ATP13A2	80011	FAM192A
8718	TNFRSF25	9966	TNFSF15
6434	TRA2B	91746	YTHDC1
3586	IL10	3588	IL10RB
10912	GADD45G	51003	MED31
396	ARHGDIA	998	CDC42
5701	PSMC2	10403	NDC80
752	FMNL1	55660	PRPF40A
1017	CDK2	6500	SKP1
1616	DAXX	3297	HSF1
6446	SGK1	8517	IKBKG
5979	RET	55816	DOK5
4487	MSX1	4488	MSX2
7186	TRAF2	23043	TNIK
3480	IGF1R	10399	GNB2L1
3815	KIT	5781	PTPN11
1832	DSP	8502	PKP4
2023	ENO1	3981	LIG4
2034	EPAS1	54583	EGLN1
6659	SOX4	7329	UBE2I
5468	PPARG	9611	NCOR1
2243	FGA	2266	FGG
5789	PTPRD	9788	MTSS1
361	AQP4	1173	AP2M1
3054	HCFC1	10488	CREB3
3091	HIF1A	3320	HSP90AA1
8725	URI1	55929	DMAP1
287	ANK2	3897	L1CAM
2782	GNB1	54331	GNG2
5613	PRKX	27238	GPKOW
166	AES	4990	SIX6
571	BACH1	7975	MAFK
3660	IRF2	29117	BRD7
7321	UBE2D1	51127	TRIM17
9421	HAND1	26508	HEYL
5347	PLK1	8481	OFD1
5567	PRKACB	6157	RPL27A
7067	THRA	9412	MED21
2874	GPS2	2874	GPS2
5048	PAFAH1B1	5050	PAFAH1B3
5654	HTRA1	5654	HTRA1
8091	HMGA2	11168	PSIP1
5499	PPP1CA	53349	ZFYVE1
2965	GTF2H1	10587	TXNRD2
3761	KCNJ4	64130	LIN7B
5159	PDGFRB	5335	PLCG1
5294	PIK3CG	23533	PIK3R5
25	ABL1	5295	PIK3R1
6418	SET	80764	THAP7
4089	SMAD4	8554	PIAS1
4000	LMNA	85476	GFM1
3643	INSR	10603	SH2B2
8655	DYNLL1	91754	NEK9
3054	HCFC1	58487	CREBZF
999	CDH1	1499	CTNNB1
6733	SRPK2	84950	PRPF38A
10459	MAD2L2	51455	REV1
4741	NEFM	5925	RB1
1742	DLG4	10369	CACNG2
1019	CDK4	11140	CDC37
1647	GADD45A	4925	NUCB2
2002	ELK1	5601	MAPK9
3683	ITGAL	10048	RANBP9
9500	MAGED1	90249	UNC5A
8932	MBD2	8932	MBD2
406	ARNTL	2034	EPAS1
3065	HDAC1	6667	SP1
1759	DNM1	29763	PACSIN3
3417	IDH1	3417	IDH1
5414	SEPT4	23176	SEPT8
4140	MARK3	7534	YWHAZ
8900	CCNA1	126823	KLHDC9
5925	RB1	9321	TRIP11
10287	RGS19	10755	GIPC1
2697	GJA1	7082	TJP1
5621	PRNP	7745	ZKSCAN8
23208	SYT11	23400	ATP13A2
3241	HPCAL1	8517	IKBKG
5777	PTPN6	6452	SH3BP2
22882	ZHX2	23051	ZHX3
23099	ZBTB43	55814	BDP1
7375	USP4	9733	SART3
7024	TFCP2	58160	NFE4
925	CD8A	3105	HLA-A
1149	CIDEA	7376	NR1H2
5788	PTPRC	8631	SKAP1
88	ACTN2	2904	GRIN2B
23450	SF3B3	140890	SREK1
128866	CHMP4B	128866	CHMP4B
55143	CDCA8	151648	SGOL1
4296	MAP3K11	11184	MAP4K1
634	CEACAM1	634	CEACAM1
3064	HTT	8518	IKBKAP
2885	GRB2	11183	MAP4K5
388	RHOB	85415	RHPN2
5604	MAP2K1	8649	LAMTOR3
8517	IKBKG	8517	IKBKG
1630	DCC	4150	MAZ
3064	HTT	6667	SP1
627	BDNF	4915	NTRK2
4904	YBX1	8683	SRSF9
1019	CDK4	4171	MCM2
4681	NBL1	29979	UBQLN1
1937	EEF1G	51520	LARS
3929	LBP	10549	PRDX4
8766	RAB11A	22841	RAB11FIP2
7532	YWHAG	55835	CENPJ
3480	IGF1R	7529	YWHAB
867	CBL	6453	ITSN1
208	AKT2	2932	GSK3B
1385	CREB1	1616	DAXX
5925	RB1	6872	TAF1
801	CALM1	815	CAMK2A
5594	MAPK1	6195	RPS6KA1
596	BCL2	57099	AVEN
1615	DARS	7965	AIMP2
2186	BPTF	4150	MAZ
1616	DAXX	6517	SLC2A4
154	ADRB2	2778	GNAS
5590	PRKCZ	84552	PARD6G
3398	ID2	6925	TCF4
5621	PRNP	84916	CIRH1A
4804	NGFR	4914	NTRK1
387	RHOA	5586	PKN2
5163	PDK1	5163	PDK1
3142	HLX	23512	SUZ12
5621	PRNP	79797	ZNF408
5782	PTPN12	7041	TGFB1I1
1742	DLG4	80306	MED28
8648	NCOA1	25959	KANK2
11077	HSF2BP	11077	HSF2BP
7919	DDX39B	140890	SREK1
3326	HSP90AB1	5596	MAPK4
22878	TRAPPC8	60684	TRAPPC11
2260	FGFR1	3730	KAL1
4171	MCM2	4999	ORC2
3159	HMGA1	3725	JUN
2175	FANCA	27131	SNX5
2770	GNAI1	60626	RIC8A
1855	DVL1	1857	DVL3
7098	TLR3	7098	TLR3
3676	ITGA4	7534	YWHAZ
7391	USF1	8061	FOSL1
468	ATF4	4193	MDM2
1616	DAXX	7157	TP53
23097	CDK19	23512	SUZ12
25898	RCHY1	55908	C19orf80
3105	HLA-A	10134	BCAP31
3550	IK	55234	SMU1
2033	EP300	3091	HIF1A
567	B2M	3135	HLA-G
583	BBS2	5076	PAX2
6314	ATXN7	375790	AGRN
10959	TMED2	64689	GORASP1
3476	IGBP1	5515	PPP2CA
10617	STAMBP	29082	CHMP4A
1432	MAPK14	8569	MKNK1
7329	UBE2I	9759	HDAC4
10540	DCTN2	65108	MARCKSL1
1915	EEF1A1	5111	PCNA
7128	TNFAIP3	7128	TNFAIP3
3326	HSP90AB1	91754	NEK9
3320	HSP90AA1	3661	IRF3
7593	MZF1	51282	SCAND1
2892	GRIA3	23426	GRIP1
6478	SIAH2	22974	TPX2
5501	PPP1CC	23368	PPP1R13B
4216	MAP3K4	10912	GADD45G
5914	RARA	171023	ASXL1
10488	CREB3	90993	CREB3L1
5925	RB1	6597	SMARCA4
2972	BRF1	6908	TBP
8662	EIF3B	8666	EIF3G
84708	LNX1	150084	IGSF5
4077	NBR1	7273	TTN
4313	MMP2	7057	THBS1
3642	INSM1	10580	SORBS1
10992	SF3B2	56949	XAB2
1499	CTNNB1	6907	TBL1X
1936	EEF1D	23271	CAMSAP2
4205	MEF2A	51564	HDAC7
6304	SATB1	8554	PIAS1
1612	DAPK1	5595	MAPK3
5914	RARA	10474	TADA3
5501	PPP1CC	51729	WBP11
998	CDC42	9322	TRIP10
672	BRCA1	59348	ZNF350
7031	TFF1	7031	TFF1
3265	HRAS	5293	PIK3CD
10657	KHDRBS1	26578	OSTF1
55775	TDP1	55775	TDP1
88	ACTN2	89	ACTN3
5501	PPP1CC	10987	COPS5
672	BRCA1	3727	JUND
5393	EXOSC9	11340	EXOSC8
23309	SIN3B	64426	SUDS3
3064	HTT	158809	MAGEB6
5591	PRKDC	7520	XRCC5
468	ATF4	1050	CEBPA
2036	EPB41L1	90627	STARD13
1058	CENPA	8294	HIST1H4I
847	CAT	5830	PEX5
1213	CLTC	26088	GGA1
6256	RXRA	9025	RNF8
904	CCNT1	10614	HEXIM1
7421	VDR	9318	COPS2
5295	PIK3R1	5777	PTPN6
5216	PFN1	23433	RHOQ
6047	RNF4	51619	UBE2D4
3191	HNRNPL	5725	PTBP1
6339	SCNN1D	150684	COMMD1
11047	ADRM1	51377	UCHL5
26073	POLDIP2	353497	POLN
23327	NEDD4L	57561	ARRDC3
2100	ESR2	10499	NCOA2
7466	WFS1	57154	SMURF1
5077	PAX3	6663	SOX10
6277	S100A6	27101	CACYBP
249	ALPL	9020	MAP3K14
5792	PTPRF	8500	PPFIA1
1660	DHX9	10657	KHDRBS1
3932	LCK	3932	LCK
3172	HNF4A	8648	NCOA1
3281	HSBP1	3297	HSF1
3065	HDAC1	8726	EED
8887	TAX1BP1	26994	RNF11
7248	TSC1	7249	TSC2
7187	TRAF3	7188	TRAF5
1399	CRKL	2549	GAB1
2274	FHL2	2308	FOXO1
4223	MEOX2	5077	PAX3
6256	RXRA	9612	NCOR2
2064	ERBB2	2886	GRB7
190	NR0B1	9318	COPS2
4690	NCK1	344148	NCKAP5
857	CAV1	6342	SCP2
2274	FHL2	3694	ITGB6
79042	TSEN34	116461	TSEN15
7428	VHL	10399	GNB2L1
1027	CDKN1B	4176	MCM7
4613	MYCN	8089	YEATS4
2059	EPS8	4791	NFKB2
4830	NME1	7013	TERF1
4090	SMAD5	57154	SMURF1
3636	INPPL1	10174	SORBS3
2280	FKBP1A	3708	ITPR1
215	ABCD1	5825	ABCD3
3660	IRF2	359948	IRF2BP2
7322	UBE2D2	81603	TRIM8
3303	HSPA1A	23640	HSPBP1
3981	LIG4	8563	THOC5
6921	TCEB1	10444	ZER1
4756	NEO1	5747	PTK2
3265	HRAS	5910	RAP1GDS1
103	ADAR	103	ADAR
5241	PGR	9612	NCOR2
26056	RAB11FIP5	57111	RAB25
3932	LCK	7535	ZAP70
2066	ERBB4	23118	TAB2
1793	DOCK1	6714	SRC
972	CD74	972	CD74
3717	JAK2	6777	STAT5B
2139	EYA2	2771	GNAI2
5499	PPP1CA	5511	PPP1R8
51693	TRAPPC2L	60684	TRAPPC11
2159	F10	2159	F10
5599	MAPK8	11221	DUSP10
26229	B3GAT3	26229	B3GAT3
335	APOA1	351	APP
51552	RAB14	80230	RUFY1
5887	RAD23B	7508	XPC
3630	INS	3643	INSR
8517	IKBKG	10912	GADD45G
5879	RAC1	10458	BAIAP2
5747	PTK2	50807	ASAP1
9472	AKAP6	10133	OPTN
7319	UBE2A	7750	ZMYM2
8678	BECN1	55626	AMBRA1
7538	ZFP36	30011	SH3KBP1
5598	MAPK7	6446	SGK1
7486	WRN	56897	WRNIP1
2208	FCER2	3497	IGHE
1028	CDKN1C	3984	LIMK1
5468	PPARG	8721	EDF1
2273	FHL1	9590	AKAP12
8899	PRPF4B	51621	KLF13
8743	TNFSF10	8797	TNFRSF10A
4097	MAFG	4780	NFE2L2
57617	VPS18	171024	SYNPO2
10133	OPTN	81631	MAP1LC3B
10421	CD2BP2	51729	WBP11
6733	SRPK2	55147	RBM23
4077	NBR1	8878	SQSTM1
